Bloom_Index,Rolling_Chlorophyll_Anomaly,Rolling_SST_Anomaly,Surface_Chlorophyll,Sea_Surface_Temperature,Dissolved_Oxygen,pH,Total_Nitrogen,Total_Phosphorus,HAB_Present,Chl_SST_Interaction,Nutrient_Interaction,High_Chlorophyll,High_SST
2.3989609057829675,0.569960880220207,-0.48991526968331844,0.7793279530894333,0.7730788539055806,-1.2737682547373828,1.2563213206981112,0.19154135581642195,-0.07585674506646523,1.0,0.5708349182534656,-0.014226929325144464,0,0
-0.6142536452881715,-0.8462455392301415,1.044927073190549,-0.9738845301420616,-0.46733485794386226,0.5990367777330364,0.15507109031024302,-1.0413712264278305,1.3257329245954246,0.0,0.4877775227374146,-1.4155124066829845,0,0
-0.393941688653905,0.4011397358895335,-1.212684656769861,0.7242501376864888,-1.1666541812695406,0.22785335578929694,0.956017843839546,-0.058888639462506796,0.5648710355383549,0.0,-0.9115373021852642,-0.031480758766994896,0,0
-0.7813159908937444,-0.016135453383923987,0.18863728787093426,0.3462762614407809,0.5479468194825694,-0.19447218055329463,-1.3200378527582297,-0.06310355265648875,0.2670436767031308,0.0,0.19236590936761724,-0.017155382144415064,0,0
1.9307002068752184,1.372951342918392,-0.5337902357268477,-2.3664348744034966,-0.8832657332639895,-1.2347390715946116,0.4030118331643817,-0.5071389068142736,-1.817338735540856,1.0,2.1511339456954,0.8654183666732291,0,0
-0.9665707265252705,0.37623634331501166,0.0951136349077289,0.7225334622702824,-1.368401382606705,-0.4112314573349991,-1.3621361892322674,-0.0235519376279391,-0.014943098350486461,0.0,-0.9714315858022335,0.0003743948451249483,0,0
-1.0136370028390818,0.5336195470870508,0.21421538714455787,0.7018892963896401,-1.3160085799405696,-0.36243502013297707,-1.3617302804258566,0.04963064186633952,-0.009287785736625281,0.0,-0.8645431866151878,-0.00048304708094081765,0,0
-0.4921021365404512,0.3191148449166589,-1.1512833992934748,0.7597691098020005,-1.1415318194557431,0.22010835709588694,0.877221543407049,-0.0006863640007832399,0.4860428890489812,0.0,-0.8679285687594672,-0.0003129735344756768,0,0
1.6243105040954433,0.05092531162039268,-0.38794329457262494,-0.35464644631531483,1.6637150748509353,-1.226687841156277,0.8526727864009469,-0.3040530686719062,-1.4297907533456558,1.0,-0.5323766165649844,0.3983741776147854,0,0
-0.6900655999562109,0.265836651995211,-0.8024649248332252,0.717475343944195,0.7731089845913945,-1.2417434799655531,0.49168871948345205,-0.3110807227611578,0.3380931335225285,0.0,0.5605914989802108,-0.10341470297174267,0,0
1.5854768539813309,0.05588824059716384,-0.40176580836593806,-0.19005123924221295,1.7097354075741984,-1.1587597925878308,0.8616253471522805,-0.29057773782364676,-1.3208078053390764,1.0,-0.3148717199263334,0.3606876850207965,0,0
-0.4789005660373431,-0.7302247323100526,-1.7861986140980992,0.68442217763092,-0.5237142807334981,1.2119074541494312,0.9022793150383573,2.246474029243959,-1.0412406107808563,0.0,-0.38003107301821054,-2.3264166761776837,0,0
-0.7264192092568299,-0.04869984488234492,0.19007180308726382,0.34816171425931025,0.5457050101829151,-0.24635956355080077,-1.3174631819734117,-0.0024428082438591944,0.19254778771914227,0.0,0.19808520099152505,-0.0004532703590985562,0,0
-0.5298976100305999,-0.8271283895489304,1.0234285001681294,-0.9332903073784863,-0.4524853925732891,0.513306957203834,0.1612428431949019,-0.9925356881124481,1.3145554631723457,0.0,0.3856600415635446,-1.1983993639652022,0,0
-0.6983915767401391,-0.10526466385875838,0.2631611208174407,0.3528436152820206,0.5986540172652053,-0.2539439100350101,-1.3086428757889166,-0.07265268629649939,0.26136705410488775,0.0,0.20700592308317795,-0.020662679603060514,0,0
-1.1106903337360605,-1.8365087845281978,1.6834361995572384,0.678206830481324,1.1825713050656197,-1.219282772684208,1.1963178314124658,-1.7511341334189237,0.6264211433975145,0.0,0.7888441634338376,-1.1329049342731694,0,0
-0.6995582354096789,0.03544088471273238,0.26056275226272685,0.20344960662276443,0.5117739787242207,-0.20384590862206953,-1.3714449348251987,-0.0018558116030973088,0.28872495687259236,0.0,0.1086551722710282,-0.0005731962753575368,0,0
-0.9829686773185655,0.4182288378541097,0.1682581943107584,0.7406914034392099,-1.3388419140678058,-0.43772856212843786,-1.4127011114786443,0.12064001401093702,-0.007040994775002966,0.0,-0.9824507284480241,-0.0008970985444744009,0,0
