Actual,Predicted,Bloom_Index,Chlorophyll,Confidence
0,0,-0.3081580148191633,-1.320921125623462,2.2303780815273826e-05
0,0,0.3294704434517197,0.7847496705341239,2.2303780815273867e-05
0,0,-0.7016742274376717,0.3183670069203719,2.2303780815273826e-05
0,0,-0.2933112461638887,-1.351507526001972,2.2303780815273826e-05
1,1,1.5651476846629353,-0.381215389425666,0.9999776967456093
0,0,0.5399423070476645,-0.2279265037758781,2.2303780815273826e-05
1,1,1.9123644487881049,-2.8034386556530966,0.9999776967456093
0,0,-0.3854136547365793,0.7847496705341239,2.2303780815273826e-05
0,0,-1.0308196589006098,0.7847496705341239,2.2303780815273826e-05
0,0,-0.5712363318345827,-1.163252246381152,2.2303780815273867e-05
1,1,1.5395994040792322,-0.3928814745118369,0.9999776967456093
0,0,-0.6954848179051325,0.31763768213662,2.2303780815273826e-05
0,0,-0.2791367349958545,0.7847496705341239,2.2303780815273867e-05
1,1,1.9172264337748184,-2.7032604204460178,0.9999776967456093
0,0,-0.5561114807649074,-1.1591191155375329,2.2303780815273826e-05
0,0,-1.02139567561676,0.7847496705341239,2.2303780815273826e-05
0,0,-0.695676352962496,0.316708602015339,2.2303780815273826e-05
1,1,1.5066478860070378,-0.3773907903463679,0.9999776967456093
0,0,-0.5562350106888718,-1.1591628625787425,2.2303780815273826e-05
0,0,0.3336070556308972,-1.584820951258142,2.2303780815273826e-05
0,0,-0.7004785341839587,0.3247598000120791,2.2303780815273826e-05
0,0,-0.5529655683878894,-1.1709399643384812,2.2303780815273867e-05
0,0,-0.5579984831312476,-1.1540880813402654,2.2303780815273867e-05
0,0,-0.8562266414636792,0.7847496705341239,2.2303780815273826e-05
1,1,1.576074097463241,-0.3646425416092204,0.9999776967456093
1,1,2.068634947560714,0.7847496705341239,0.9999776967456093
0,0,-0.493869718746298,0.7847496705341239,2.2303780815273826e-05
0,0,-1.0275368193336472,0.7847496705341239,2.2303780815273826e-05
0,0,-0.5552485542032757,-1.1653173183051109,2.2303780815273826e-05
1,1,1.9331273838781269,-2.7533230906917847,0.9999776967456093
0,0,0.4438525308200154,0.7847496705341239,2.2303780815273867e-05
0,0,-0.7036863643434833,0.2956863751853918,2.2303780815273826e-05
0,0,-0.4872870765341536,0.7847496705341239,2.2303780815273826e-05
0,0,-0.7699324825653572,0.7847496705341239,2.2303780815273867e-05
0,0,-0.3022445736837695,-1.342299676148953,2.2303780815273826e-05
0,0,-0.1967434218655412,-0.2885239344859222,2.2303780815273826e-05
0,0,-0.30431348341443,-1.340068390360028,2.2303780815273826e-05
0,0,-1.6364356812223018,0.7847496705341239,2.2303780815273867e-05
1,1,2.412805692991709,0.7847496705341239,0.9999776967456093
0,0,0.6411123978513518,0.7847496705341239,2.2293449328478028e-05
0,0,-0.3810269925212105,0.7847496705341239,2.2303780815273867e-05
1,1,2.4029891137804387,0.7847496705341239,0.9999776967456093
1,1,1.894186065348467,-2.7177376418616426,0.9999776967456093
0,0,-0.5672261684513874,-1.1447035631373257,2.2303780815273826e-05
0,0,-0.3064334097301834,-1.356560589292537,2.2303780815273826e-05
0,0,-0.5621885417418574,-1.1557327958483334,2.2303780815273826e-05
0,0,-0.429544503577114,0.7847496705341239,2.2303780815273826e-05
0,0,-0.3170178611368508,0.7847496705341239,2.2303780815273826e-05
0,0,-0.3774973223371055,-1.4062013463954852,2.2303780815273826e-05
0,0,-0.5562652182125464,-1.1591743127289311,2.2303780815273826e-05
0,0,-0.6992582622958897,0.3174715305007317,2.2303780815273826e-05
1,1,1.7311928898231037,0.7847496705341239,0.9999776967456093
0,0,-0.0792801161422623,-0.9671434083124992,2.2303780815273826e-05
0,0,-0.4325130422653716,0.7847496705341239,2.2303780815273826e-05
0,0,0.349084754009572,-1.5569329903504354,2.2303780815273826e-05
0,0,-0.4177458421631826,0.7847496705341239,2.2303780815273826e-05
0,0,-1.0338143298985556,0.7847496705341239,2.2303780815273826e-05
0,0,-0.5017497308011174,0.7847496705341239,2.2303780815273826e-05
0,0,-1.0374812329136542,0.7847496705341239,2.2303780815273826e-05
0,0,-0.7357554457670861,0.7847496705341239,2.2303780815273826e-05
1,1,2.132829908702856,-0.6921635088108115,0.9999776967456093
1,1,1.9324678614345936,-2.421049315496693,0.9999776967456093
0,0,-0.5050709537898154,0.7847496705341239,2.2303780815273826e-05
1,1,1.9570298128831376,-2.691419658340393,0.9999776967456093
0,0,-0.6952980457541159,0.3169817876638605,2.2303780815273826e-05
0,0,-0.4957297228199778,0.7847496705341239,2.2303780815273826e-05
1,1,1.5606376962843016,-0.3822944416227871,0.9999776967456093
1,1,0.9333932398321272,-0.3154709917476959,0.9999646597403892
1,1,1.5558404053196224,-0.3695188120917099,0.9999776967456093
0,0,-0.4706009345760056,0.7847496705341239,2.2303780815273826e-05
1,1,1.8898708467282983,-2.8170842476821982,0.9999776967456093
0,0,-0.4264553894950322,0.7847496705341239,2.2303780815273826e-05
0,0,-0.4989366360563557,0.7847496705341239,2.2303780815273826e-05
0,0,-0.8461823596709164,0.7847496705341239,2.2303780815273826e-05
0,0,-0.2384342872718614,0.7847496705341239,2.2303780815273826e-05
0,0,-0.4517368963831468,0.7847496705341239,2.2303780815273826e-05
1,1,2.412805692991709,0.7847496705341239,0.9999776967456093
0,0,-0.561623971784209,-1.1548719810246444,2.2303780815273826e-05
0,0,-0.5568447136414202,-1.166737385844805,2.2303780815273826e-05
0,0,-0.3847842379363715,0.7847496705341239,2.2303780815273826e-05
1,1,1.613757855896856,-0.3634265854424527,0.9999776967456093
0,0,-0.4510994310353158,-0.7707796177149193,2.2303780815273826e-05
0,0,-1.0243121789164282,0.7847496705341239,2.2303780815273826e-05
0,0,-0.565398333098113,-1.1450949840323594,2.2303780815273826e-05
0,0,-0.4176930172018832,0.7847496705341239,2.2303780815273826e-05
0,0,-0.5154878120212899,0.7847496705341239,2.2303780815273826e-05
0,0,-0.4447264585827744,0.7847496705341239,2.2303780815273826e-05
0,0,-0.3947298486104874,0.7847496705341239,2.2303780815273867e-05
0,0,-0.4572668598824153,0.7847496705341239,2.2303780815273826e-05
0,0,-0.4935162958133228,0.7847496705341239,2.2303780815273826e-05
